  0.12500000000000000      ,   1.7763568394002533E-014
  0.11529933481152993      ,   3.2418512319054533E-014
  0.10714285714285714      ,   2.8421709430404045E-014
  0.10017889087656530      ,   3.1974423109204578E-014
   9.4155844155844159E-002 ,   2.6645352591003858E-014
   8.8888888888888892E-002 ,   2.6645352591003792E-014
   8.4239130434782608E-002 ,   1.5987211554602264E-014
   8.0100125156445559E-002 ,   3.5527136788004940E-014
   7.6388888888888881E-002 ,   4.4408920985006161E-014
   7.3039742212674535E-002 ,   4.9737991503206880E-014
   7.0000000000000007E-002 ,   4.7961634663806510E-014
   6.7226890756302518E-002 ,   5.3290705182007760E-014
   6.4685314685314688E-002 ,   5.6843418860808204E-014
   6.2346185397867099E-002 ,   4.2632564145605891E-014
   6.0185185185185182E-002 ,   5.8619775700208442E-014
   5.8181818181818182E-002 ,   5.6843418860808242E-014
   5.6318681318681320E-002 ,   8.1712414612411117E-014
   5.4580896686159841E-002 ,   6.0396132539608251E-014
   5.2955665024630540E-002 ,   1.1413092693146546E-013
   5.1431911163062533E-002 ,   6.7501559897209821E-014
   5.0000000000000003E-002 ,   6.7945649107059214E-014
   4.8651507139079855E-002 ,   6.0396132539608579E-014
   4.7379032258064516E-002 ,   3.5971225997855135E-014
   4.6176046176046176E-002 ,   5.7731597280507951E-014
   4.5036764705882353E-002 ,   2.7533531010703882E-014
   4.3956043956043953E-002 ,   1.0347278589506387E-013
   4.2929292929292928E-002 ,   1.0524914273446556E-013
   4.1952400161355388E-002 ,   1.0125233984581372E-013
   4.1021671826625389E-002 ,   1.1235457009206512E-013
   4.0133779264214048E-002 ,   1.0835776720341629E-013
   3.9285714285714285E-002 ,   1.2834178164666918E-013
   3.8474750944692548E-002 ,   1.4033219031261908E-013
   3.7698412698412696E-002 ,   1.3855583347321893E-013
   3.6954444090474672E-002 ,   1.0924594562311593E-013
   3.6240786240786242E-002 ,   1.2212453270876770E-013
   3.5555555555555556E-002 ,   1.2612133559741713E-013
   3.4897025171624713E-002 ,   2.2604140781368369E-013
   3.4263608731693838E-002 ,   1.5987211554602325E-013
   3.3653846153846152E-002 ,   1.1901590823981807E-013
   3.3066391113407388E-002 ,   1.4033219031261729E-013
